a_id,cont_id,cont_adv_id,cont_own_id,cont_prod_id,cont_date,cont_amt,b_id,adv_id,adv_name,c_id,clt_id,clt_name,e_id,prod_id,prod_name,d_id,cal_date,week_day,bus_day
a_159,E1258091,611220,C50036,p100,2022-12-08,812000,b_86,611220,Adv_86,c_107,C50036,Client_107,e_0,p100,Prod_A,d_1072,2022-12-08,3,1
a_160,A6307378,100765,C58189,p700,2021-10-06,241000,b_93,100765,Adv_93,c_62,C58189,Client_62,e_6,p700,Prod_G,d_644,2021-10-06,2,1
a_161,E3162364,450449,C55645,p200,2020-09-22,796000,b_71,450449,Adv_71,c_31,C55645,Client_31,e_1,p200,Prod_B,d_265,2020-09-22,1,1
a_162,C8436090,795263,C51468,p500,2021-11-27,599000,b_64,795263,Adv_64,c_69,C51468,Client_69,e_4,p500,Prod_E,d_696,2021-11-27,5,0
a_163,E8329705,405276,C52864,p300,2021-10-29,443000,b_79,405276,Adv_79,c_232,C52864,Client_232,e_2,p300,Prod_C,d_667,2021-10-29,4,1
a_164,A6527782,691787,C57976,p600,2021-07-04,448000,b_37,691787,Adv_37,c_76,C57976,Client_76,e_5,p600,Prod_F,d_550,2021-07-04,6,0
a_165,D5348519,888488,C55489,p100,2022-04-22,962000,b_76,888488,Adv_76,c_219,C55489,Client_219,e_0,p100,Prod_A,d_842,2022-04-22,4,1
a_166,B2788618,767765,C52792,p300,2022-09-24,141000,b_9,767765,Adv_9,c_165,C52792,Client_165,e_2,p300,Prod_C,d_997,2022-09-24,5,0
a_167,D5587635,634950,C52179,p500,2020-12-06,487000,b_92,634950,Adv_92,c_218,C52179,Client_218,e_4,p500,Prod_E,d_340,2020-12-06,6,0
a_167,D5587635,634950,C52179,p500,2020-12-06,487000,b_92,634950,Adv_92,c_279,C52179,Client_279,e_4,p500,Prod_E,d_340,2020-12-06,6,0
a_168,D4874039,942262,C51762,p500,2022-03-26,999000,b_22,942262,Adv_22,c_83,C51762,Client_83,e_4,p500,Prod_E,d_815,2022-03-26,5,0
a_169,A4182054,304138,C59202,p500,2022-12-24,259000,b_16,304138,Adv_16,c_128,C59202,Client_128,e_4,p500,Prod_E,d_1088,2022-12-24,5,0
a_170,A1337197,359102,C55497,p100,2022-03-09,133000,b_95,359102,Adv_95,c_54,C55497,Client_54,e_0,p100,Prod_A,d_798,2022-03-09,2,1
a_171,C2246342,365269,C57471,p300,2020-08-14,213000,b_50,365269,Adv_50,c_17,C57471,Client_17,e_2,p300,Prod_C,d_226,2020-08-14,4,1
a_172,D6756200,541952,C53917,p600,2020-03-15,831000,b_68,541952,Adv_68,c_65,C53917,Client_65,e_5,p600,Prod_F,d_74,2020-03-15,6,0
a_173,E7219680,708313,C55766,p600,2022-02-24,709000,b_3,708313,Adv_3,c_42,C55766,Client_42,e_5,p600,Prod_F,d_785,2022-02-24,3,1
a_173,E7219680,708313,C55766,p600,2022-02-24,709000,b_3,708313,Adv_3,c_113,C55766,Client_113,e_5,p600,Prod_F,d_785,2022-02-24,3,1
a_174,C5832107,981938,C50869,p500,2021-10-11,168000,b_24,981938,Adv_24,c_126,C50869,Client_126,e_4,p500,Prod_E,d_649,2021-10-11,0,1
a_175,D5275922,949842,C55387,p600,2020-03-10,244000,b_85,949842,Adv_85,c_252,C55387,Client_252,e_5,p600,Prod_F,d_69,2020-03-10,1,1
a_176,F1796764,283761,C59494,p200,2021-02-13,893000,b_48,283761,Adv_48,c_67,C59494,Client_67,e_1,p200,Prod_B,d_409,2021-02-13,5,0
a_177,C6522944,242877,C51762,p600,2021-12-03,109000,b_42,242877,Adv_42,c_83,C51762,Client_83,e_5,p600,Prod_F,d_702,2021-12-03,4,1
a_178,E4683326,556744,C51193,p100,2021-12-07,247000,b_83,556744,Adv_83,c_180,C51193,Client_180,e_0,p100,Prod_A,d_706,2021-12-07,1,1
a_179,B3082989,611303,C55383,p200,2020-10-10,331000,b_53,611303,Adv_53,c_257,C55383,Client_257,e_1,p200,Prod_B,d_283,2020-10-10,5,0
a_180,E2607806,913137,C54306,p100,2020-05-08,228000,b_5,913137,Adv_5,c_211,C54306,Client_211,e_0,p100,Prod_A,d_128,2020-05-08,4,1
a_181,A1540502,221447,C58995,p700,2020-04-10,145000,b_39,221447,Adv_39,c_15,C58995,Client_15,e_6,p700,Prod_G,d_100,2020-04-10,4,1
a_182,C3231175,541952,C53274,p600,2020-08-10,118000,b_68,541952,Adv_68,c_127,C53274,Client_127,e_5,p600,Prod_F,d_222,2020-08-10,0,1
a_183,E1672009,752235,C55698,p400,2022-04-28,591000,b_21,752235,Adv_21,c_75,C55698,Client_75,e_3,p400,Prod_D,d_848,2022-04-28,3,1
a_184,D6596463,913137,C56301,p400,2022-08-01,192000,b_5,913137,Adv_5,c_204,C56301,Client_204,e_3,p400,Prod_D,d_943,2022-08-01,0,1
a_185,E5038841,420312,C57356,p300,2022-08-16,579000,b_26,420312,Adv_26,c_114,C57356,Client_114,e_2,p300,Prod_C,d_958,2022-08-16,1,1
a_186,D3656247,119942,C59313,p400,2022-12-09,520000,b_32,119942,Adv_32,c_0,C59313,Client_0,e_3,p400,Prod_D,d_1073,2022-12-09,4,1
a_187,E2535569,405276,C57794,p600,2021-02-28,872000,b_79,405276,Adv_79,c_217,C57794,Client_217,e_5,p600,Prod_F,d_424,2021-02-28,6,0
a_188,C2765459,934429,C50695,p500,2022-09-04,723000,b_57,934429,Adv_57,c_264,C50695,Client_264,e_4,p500,Prod_E,d_977,2022-09-04,6,0
a_189,E4505290,745395,C55645,p700,2020-05-04,117000,b_75,745395,Adv_75,c_31,C55645,Client_31,e_6,p700,Prod_G,d_124,2020-05-04,0,1
a_190,A8696468,870280,C50978,p700,2022-11-10,696000,b_20,870280,Adv_20,c_140,C50978,Client_140,e_6,p700,Prod_G,d_1044,2022-11-10,3,1
a_191,B7786904,850104,C50528,p300,2021-07-08,950000,b_60,850104,Adv_60,c_266,C50528,Client_266,e_2,p300,Prod_C,d_554,2021-07-08,3,1
a_192,E3333575,870280,C58940,p700,2021-11-13,304000,b_20,870280,Adv_20,c_97,C58940,Client_97,e_6,p700,Prod_G,d_682,2021-11-13,5,0
a_193,D1774145,174144,C56736,p100,2021-12-26,145000,b_43,174144,Adv_43,c_50,C56736,Client_50,e_0,p100,Prod_A,d_725,2021-12-26,6,0
a_194,F3538455,870280,C51545,p500,2022-03-16,954000,b_20,870280,Adv_20,c_25,C51545,Client_25,e_4,p500,Prod_E,d_805,2022-03-16,2,1
a_195,C6648636,699208,C53125,p600,2022-09-29,734000,b_40,699208,Adv_40,c_235,C53125,Client_235,e_5,p600,Prod_F,d_1002,2022-09-29,3,1
a_196,F8289178,351031,C59290,p100,2022-12-10,157000,b_18,351031,Adv_18,c_80,C59290,Client_80,e_0,p100,Prod_A,d_1074,2022-12-10,5,0
a_197,A7079039,304138,C54807,p600,2021-08-15,651000,b_16,304138,Adv_16,c_209,C54807,Client_209,e_5,p600,Prod_F,d_592,2021-08-15,6,0
a_198,D5414122,102634,C51266,p600,2021-06-21,534000,b_67,102634,Adv_67,c_91,C51266,Client_91,e_5,p600,Prod_F,d_537,2021-06-21,0,1
a_199,F2626092,611303,C55198,p500,2020-11-09,986000,b_53,611303,Adv_53,c_138,C55198,Client_138,e_4,p500,Prod_E,d_313,2020-11-09,0,1
a_200,B6517111,850104,C57138,p700,2022-12-27,336000,b_60,850104,Adv_60,c_195,C57138,Client_195,e_6,p700,Prod_G,d_1091,2022-12-27,1,1
a_200,B6517111,850104,C57138,p700,2022-12-27,336000,b_60,850104,Adv_60,c_230,C57138,Client_230,e_6,p700,Prod_G,d_1091,2022-12-27,1,1
a_201,B7384172,398626,C56335,p500,2021-09-28,827000,b_99,398626,Adv_99,c_116,C56335,Client_116,e_4,p500,Prod_E,d_636,2021-09-28,1,1
a_202,B7618318,420312,C56028,p700,2020-02-11,208000,b_26,420312,Adv_26,c_22,C56028,Client_22,e_6,p700,Prod_G,d_41,2020-02-11,1,1
a_203,D1531320,299218,C50935,p500,2021-11-13,728000,b_90,299218,Adv_90,c_237,C50935,Client_237,e_4,p500,Prod_E,d_682,2021-11-13,5,0
a_204,C2594952,240750,C55754,p700,2022-01-23,486000,b_29,240750,Adv_29,c_111,C55754,Client_111,e_6,p700,Prod_G,d_753,2022-01-23,6,0
a_205,B2253664,929461,C58499,p400,2022-10-20,344000,b_78,929461,Adv_78,c_201,C58499,Client_201,e_3,p400,Prod_D,d_1023,2022-10-20,3,1
a_206,B6019425,433297,C58251,p100,2021-06-25,953000,b_44,433297,Adv_44,c_276,C58251,Client_276,e_0,p100,Prod_A,d_541,2021-06-25,4,1
a_207,D7407069,351031,C53257,p700,2020-09-19,415000,b_18,351031,Adv_18,c_292,C53257,Client_292,e_6,p700,Prod_G,d_262,2020-09-19,5,0
a_208,A6278455,142555,C50695,p100,2020-03-31,329000,b_7,142555,Adv_7,c_264,C50695,Client_264,e_0,p100,Prod_A,d_90,2020-03-31,1,1
a_209,A2791438,889774,C55768,p600,2020-08-22,621000,b_74,889774,Adv_74,c_36,C55768,Client_36,e_5,p600,Prod_F,d_234,2020-08-22,5,0
a_210,D7180997,947712,C52071,p100,2021-03-31,640000,b_12,947712,Adv_12,c_244,C52071,Client_244,e_0,p100,Prod_A,d_455,2021-03-31,2,1
a_211,D6155296,981938,C52377,p500,2020-08-20,560000,b_24,981938,Adv_24,c_178,C52377,Client_178,e_4,p500,Prod_E,d_232,2020-08-20,3,1
a_212,E8529707,174144,C57117,p700,2021-02-05,960000,b_43,174144,Adv_43,c_73,C57117,Client_73,e_6,p700,Prod_G,d_401,2021-02-05,4,1
a_213,D1115559,773326,C54564,p200,2020-11-27,406000,b_98,773326,Adv_98,c_108,C54564,Client_108,e_1,p200,Prod_B,d_331,2020-11-27,4,1
a_214,D5260364,850104,C53274,p500,2020-04-23,393000,b_60,850104,Adv_60,c_127,C53274,Client_127,e_4,p500,Prod_E,d_113,2020-04-23,3,1
a_215,B5168622,547782,C53643,p700,2022-04-15,394000,b_91,547782,Adv_91,c_95,C53643,Client_95,e_6,p700,Prod_G,d_835,2022-04-15,4,1
a_216,C8780651,267231,C53009,p100,2022-01-29,215000,b_70,267231,Adv_70,c_88,C53009,Client_88,e_0,p100,Prod_A,d_759,2022-01-29,5,0
a_217,F7086455,367871,C50344,p500,2021-12-27,558000,b_55,367871,Adv_55,c_81,C50344,Client_81,e_4,p500,Prod_E,d_726,2021-12-27,0,1
a_218,F2759623,691787,C55234,p100,2020-01-15,636000,b_37,691787,Adv_37,c_213,C55234,Client_213,e_0,p100,Prod_A,d_14,2020-01-15,2,1
a_219,B6051662,571629,C53694,p400,2021-10-09,523000,b_66,571629,Adv_66,c_154,C53694,Client_154,e_3,p400,Prod_D,d_647,2021-10-09,5,0
a_220,A2011761,782892,C54807,p400,2022-07-28,407000,b_94,782892,Adv_94,c_209,C54807,Client_209,e_3,p400,Prod_D,d_939,2022-07-28,3,1
a_221,E4515199,888488,C56961,p400,2020-03-21,638000,b_76,888488,Adv_76,c_93,C56961,Client_93,e_3,p400,Prod_D,d_80,2020-03-21,5,0
a_222,A2047939,601014,C50704,p200,2021-11-15,323000,b_62,601014,Adv_62,c_14,C50704,Client_14,e_1,p200,Prod_B,d_684,2021-11-15,0,1
a_223,C4404692,225473,C53080,p200,2022-09-27,312000,b_6,225473,Adv_6,c_273,C53080,Client_273,e_1,p200,Prod_B,d_1000,2022-09-27,1,1
a_224,F1848534,592435,C57890,p500,2022-07-06,678000,b_52,592435,Adv_52,c_4,C57890,Client_4,e_4,p500,Prod_E,d_917,2022-07-06,2,1
a_225,E7522700,433297,C56726,p500,2022-07-30,307000,b_44,433297,Adv_44,c_45,C56726,Client_45,e_4,p500,Prod_E,d_941,2022-07-30,5,0
a_226,B8857876,741655,C53426,p600,2020-02-08,285000,b_65,741655,Adv_65,c_10,C53426,Client_10,e_5,p600,Prod_F,d_38,2020-02-08,5,0
a_227,F7078753,365269,C57578,p200,2021-07-16,754000,b_50,365269,Adv_50,c_206,C57578,Client_206,e_1,p200,Prod_B,d_562,2021-07-16,4,1
a_228,A2047726,783500,C50094,p500,2022-04-06,364000,b_46,783500,Adv_46,c_216,C50094,Client_216,e_4,p500,Prod_E,d_826,2022-04-06,2,1
a_229,B6376381,556744,C52446,p600,2020-06-05,201000,b_83,556744,Adv_83,c_261,C52446,Client_261,e_5,p600,Prod_F,d_156,2020-06-05,4,1
a_230,A4977604,389054,C58334,p200,2020-09-29,256000,b_8,389054,Adv_8,c_66,C58334,Client_66,e_1,p200,Prod_B,d_272,2020-09-29,1,1
a_230,A4977604,389054,C58334,p200,2020-09-29,256000,b_8,389054,Adv_8,c_290,C58334,Client_290,e_1,p200,Prod_B,d_272,2020-09-29,1,1
a_231,D2934563,889774,C56587,p500,2021-04-10,114000,b_74,889774,Adv_74,c_149,C56587,Client_149,e_4,p500,Prod_E,d_465,2021-04-10,5,0
a_232,F5146631,870280,C54140,p600,2020-05-09,290000,b_20,870280,Adv_20,c_281,C54140,Client_281,e_5,p600,Prod_F,d_129,2020-05-09,5,0
a_233,F7974461,367871,C53113,p600,2021-04-25,409000,b_55,367871,Adv_55,c_172,C53113,Client_172,e_5,p600,Prod_F,d_480,2021-04-25,6,0
a_234,C6663962,929461,C54078,p200,2020-12-01,508000,b_78,929461,Adv_78,c_248,C54078,Client_248,e_1,p200,Prod_B,d_335,2020-12-01,1,1
a_235,D3060380,728097,C51504,p600,2021-01-21,651000,b_97,728097,Adv_97,c_41,C51504,Client_41,e_5,p600,Prod_F,d_386,2021-01-21,3,1
a_236,C4711740,622781,C50869,p700,2021-12-01,351000,b_14,622781,Adv_14,c_126,C50869,Client_126,e_6,p700,Prod_G,d_700,2021-12-01,2,1
a_237,D2222349,691787,C57356,p300,2021-10-13,339000,b_37,691787,Adv_37,c_114,C57356,Client_114,e_2,p300,Prod_C,d_651,2021-10-13,2,1
a_238,F3220185,306559,C57798,p500,2022-02-12,964000,b_58,306559,Adv_58,c_60,C57798,Client_60,e_4,p500,Prod_E,d_773,2022-02-12,5,0
a_239,B4380549,929461,C57525,p600,2021-06-09,645000,b_78,929461,Adv_78,c_243,C57525,Client_243,e_5,p600,Prod_F,d_525,2021-06-09,2,1
a_240,C6191196,783500,C54807,p300,2022-12-17,181000,b_46,783500,Adv_46,c_209,C54807,Client_209,e_2,p300,Prod_C,d_1081,2022-12-17,5,0
a_241,A5178610,541952,C59500,p100,2022-11-05,675000,b_68,541952,Adv_68,c_227,C59500,Client_227,e_0,p100,Prod_A,d_1039,2022-11-05,5,0
a_242,D2918597,728097,C57802,p600,2020-09-30,912000,b_97,728097,Adv_97,c_278,C57802,Client_278,e_5,p600,Prod_F,d_273,2020-09-30,2,1
a_243,C6377779,828225,C50022,p200,2021-05-07,236000,b_54,828225,Adv_54,c_90,C50022,Client_90,e_1,p200,Prod_B,d_492,2021-05-07,4,1
a_244,D8787037,451696,C57080,p100,2020-11-14,624000,b_88,451696,Adv_88,c_163,C57080,Client_163,e_0,p100,Prod_A,d_318,2020-11-14,5,0
a_245,C1574040,547782,C56612,p200,2022-04-10,261000,b_91,547782,Adv_91,c_282,C56612,Client_282,e_1,p200,Prod_B,d_830,2022-04-10,6,0
a_246,A4040982,223501,C57920,p600,2020-04-03,324000,b_80,223501,Adv_80,c_30,C57920,Client_30,e_5,p600,Prod_F,d_93,2020-04-03,4,1
a_247,F3379282,646138,C52928,p600,2022-02-27,738000,b_0,646138,Adv_0,c_68,C52928,Client_68,e_5,p600,Prod_F,d_788,2022-02-27,6,0
a_248,C2398891,728097,C53546,p600,2020-04-23,712000,b_97,728097,Adv_97,c_208,C53546,Client_208,e_5,p600,Prod_F,d_113,2020-04-23,3,1
a_249,E6359076,314453,C59924,p100,2021-02-07,715000,b_23,314453,Adv_23,c_96,C59924,Client_96,e_0,p100,Prod_A,d_403,2021-02-07,6,0
a_250,D5154865,267231,C51468,p700,2021-12-07,698000,b_70,267231,Adv_70,c_69,C51468,Client_69,e_6,p700,Prod_G,d_706,2021-12-07,1,1
a_251,B1156044,267231,C54477,p600,2022-11-26,568000,b_70,267231,Adv_70,c_263,C54477,Client_263,e_5,p600,Prod_F,d_1060,2022-11-26,5,0
a_252,E1347800,741655,C56266,p700,2020-05-10,205000,b_65,741655,Adv_65,c_259,C56266,Client_259,e_6,p700,Prod_G,d_130,2020-05-10,6,0
a_253,D6086464,752235,C53171,p400,2021-08-15,197000,b_21,752235,Adv_21,c_130,C53171,Client_130,e_3,p400,Prod_D,d_592,2021-08-15,6,0
a_254,E7633622,299218,C55645,p400,2021-04-24,742000,b_90,299218,Adv_90,c_31,C55645,Client_31,e_3,p400,Prod_D,d_479,2021-04-24,5,0
a_255,C6345838,541952,C56335,p100,2021-02-21,685000,b_68,541952,Adv_68,c_116,C56335,Client_116,e_0,p100,Prod_A,d_417,2021-02-21,6,0
a_256,E4919551,728097,C50760,p100,2022-03-30,207000,b_97,728097,Adv_97,c_124,C50760,Client_124,e_0,p100,Prod_A,d_819,2022-03-30,2,1
a_257,B1830428,708313,C51279,p600,2020-02-22,476000,b_3,708313,Adv_3,c_161,C51279,Client_161,e_5,p600,Prod_F,d_52,2020-02-22,5,0
a_258,D7929595,142555,C55356,p600,2021-07-19,805000,b_7,142555,Adv_7,c_141,C55356,Client_141,e_5,p600,Prod_F,d_565,2021-07-19,0,1
a_259,A5138222,759091,C56288,p100,2021-05-14,984000,b_1,759091,Adv_1,c_254,C56288,Client_254,e_0,p100,Prod_A,d_499,2021-05-14,4,1
a_260,D6925328,439610,C58207,p500,2022-10-25,338000,b_87,439610,Adv_87,c_169,C58207,Client_169,e_4,p500,Prod_E,d_1028,2022-10-25,1,1
a_261,F1262072,633447,C57927,p300,2020-03-04,503000,b_30,633447,Adv_30,c_197,C57927,Client_197,e_2,p300,Prod_C,d_63,2020-03-04,2,1
a_262,B8452474,280189,C50989,p200,2021-07-27,767000,b_45,280189,Adv_45,c_78,C50989,Client_78,e_1,p200,Prod_B,d_573,2021-07-27,1,1
a_263,E4223709,592435,C59031,p500,2022-04-05,832000,b_52,592435,Adv_52,c_289,C59031,Client_289,e_4,p500,Prod_E,d_825,2022-04-05,1,1
a_264,E6908202,253754,C58748,p400,2020-02-22,911000,b_4,253754,Adv_4,c_198,C58748,Client_198,e_3,p400,Prod_D,d_52,2020-02-22,5,0
a_265,A7538008,359102,C59856,p200,2021-06-17,769000,b_95,359102,Adv_95,c_119,C59856,Client_119,e_1,p200,Prod_B,d_533,2021-06-17,3,1
a_266,B4402976,351031,C50943,p300,2021-04-05,964000,b_18,351031,Adv_18,c_269,C50943,Client_269,e_2,p300,Prod_C,d_460,2021-04-05,0,1
a_267,E1240512,420312,C53080,p500,2021-01-10,833000,b_26,420312,Adv_26,c_273,C53080,Client_273,e_4,p500,Prod_E,d_375,2021-01-10,6,0
a_268,C8445192,388490,C57802,p600,2022-09-12,461000,b_35,388490,Adv_35,c_278,C57802,Client_278,e_5,p600,Prod_F,d_985,2022-09-12,0,1
a_269,F5077421,420312,C53352,p700,2022-02-04,102000,b_26,420312,Adv_26,c_288,C53352,Client_288,e_6,p700,Prod_G,d_765,2022-02-04,4,1
a_270,F5254487,119942,C59251,p400,2022-10-20,735000,b_32,119942,Adv_32,c_158,C59251,Client_158,e_3,p400,Prod_D,d_1023,2022-10-20,3,1
a_271,E5032137,942262,C57607,p600,2021-03-16,511000,b_22,942262,Adv_22,c_61,C57607,Client_61,e_5,p600,Prod_F,d_440,2021-03-16,1,1
a_272,B4434369,773326,C57026,p500,2020-11-25,737000,b_98,773326,Adv_98,c_168,C57026,Client_168,e_4,p500,Prod_E,d_329,2020-11-25,2,1
a_273,B3128971,723674,C58088,p300,2021-08-30,868000,b_36,723674,Adv_36,c_74,C58088,Client_74,e_2,p300,Prod_C,d_607,2021-08-30,0,1
a_274,F7278278,283761,C58722,p500,2022-03-14,293000,b_48,283761,Adv_48,c_121,C58722,Client_121,e_4,p500,Prod_E,d_803,2022-03-14,0,1
a_275,D7187094,643025,C53734,p600,2021-02-25,200000,b_89,643025,Adv_89,c_24,C53734,Client_24,e_5,p600,Prod_F,d_421,2021-02-25,3,1
a_276,C2124560,314453,C57802,p400,2022-01-20,100000,b_23,314453,Adv_23,c_278,C57802,Client_278,e_3,p400,Prod_D,d_750,2022-01-20,3,1
a_277,E7061166,365269,C59632,p500,2022-09-10,350000,b_50,365269,Adv_50,c_35,C59632,Client_35,e_4,p500,Prod_E,d_983,2022-09-10,5,0
a_278,D5876490,723674,C50189,p100,2021-10-19,790000,b_36,723674,Adv_36,c_175,C50189,Client_175,e_0,p100,Prod_A,d_657,2021-10-19,1,1
a_279,A2593934,121238,C50728,p600,2022-03-11,258000,b_28,121238,Adv_28,c_110,C50728,Client_110,e_5,p600,Prod_F,d_800,2022-03-11,4,1
a_280,C8666750,918769,C52792,p400,2022-01-05,434000,b_31,918769,Adv_31,c_165,C52792,Client_165,e_3,p400,Prod_D,d_735,2022-01-05,2,1
a_281,E5698696,367871,C56961,p100,2021-03-10,588000,b_55,367871,Adv_55,c_93,C56961,Client_93,e_0,p100,Prod_A,d_434,2021-03-10,2,1
a_282,C8731465,699208,C57050,p700,2021-03-27,397000,b_40,699208,Adv_40,c_268,C57050,Client_268,e_6,p700,Prod_G,d_451,2021-03-27,5,0
a_283,F2329581,836654,C57138,p600,2022-04-07,169000,b_34,836654,Adv_34,c_195,C57138,Client_195,e_5,p600,Prod_F,d_827,2022-04-07,3,1
a_283,F2329581,836654,C57138,p600,2022-04-07,169000,b_34,836654,Adv_34,c_230,C57138,Client_230,e_5,p600,Prod_F,d_827,2022-04-07,3,1
a_284,C5492043,456688,C57138,p200,2020-05-06,715000,b_38,456688,Adv_38,c_195,C57138,Client_195,e_1,p200,Prod_B,d_126,2020-05-06,2,1
a_284,C5492043,456688,C57138,p200,2020-05-06,715000,b_38,456688,Adv_38,c_230,C57138,Client_230,e_1,p200,Prod_B,d_126,2020-05-06,2,1
a_285,E6232140,102634,C51768,p600,2022-08-19,964000,b_67,102634,Adv_67,c_223,C51768,Client_223,e_5,p600,Prod_F,d_961,2022-08-19,4,1
a_286,C4102762,391073,C51759,p200,2020-01-29,477000,b_96,391073,Adv_96,c_123,C51759,Client_123,e_1,p200,Prod_B,d_28,2020-01-29,2,1
a_287,A1918054,359102,C53113,p400,2020-12-13,251000,b_95,359102,Adv_95,c_172,C53113,Client_172,e_3,p400,Prod_D,d_347,2020-12-13,6,0
a_288,A6733187,741655,C50248,p100,2022-10-12,305000,b_65,741655,Adv_65,c_250,C50248,Client_250,e_0,p100,Prod_A,d_1015,2022-10-12,2,1
a_289,F7227146,934429,C54791,p400,2021-10-07,201000,b_57,934429,Adv_57,c_86,C54791,Client_86,e_3,p400,Prod_D,d_645,2021-10-07,3,1
a_290,C1347708,306559,C59945,p100,2020-10-27,866000,b_58,306559,Adv_58,c_284,C59945,Client_284,e_0,p100,Prod_A,d_300,2020-10-27,1,1
a_291,A7127895,723674,C56020,p600,2022-02-21,819000,b_36,723674,Adv_36,c_64,C56020,Client_64,e_5,p600,Prod_F,d_782,2022-02-21,0,1
a_292,B6394429,782892,C53546,p200,2020-01-18,555000,b_94,782892,Adv_94,c_208,C53546,Client_208,e_1,p200,Prod_B,d_17,2020-01-18,5,0
a_293,F5948568,913137,C59748,p600,2022-08-15,371000,b_5,913137,Adv_5,c_185,C59748,Client_185,e_5,p600,Prod_F,d_957,2022-08-15,0,1
a_294,E4123333,773326,C50576,p200,2022-09-10,396000,b_98,773326,Adv_98,c_221,C50576,Client_221,e_1,p200,Prod_B,d_983,2022-09-10,5,0
a_295,E3679358,728097,C50989,p700,2020-06-18,591000,b_97,728097,Adv_97,c_78,C50989,Client_78,e_6,p700,Prod_G,d_169,2020-06-18,3,1
a_296,F2135797,348325,C56586,p100,2022-05-02,196000,b_72,348325,Adv_72,c_118,C56586,Client_118,e_0,p100,Prod_A,d_852,2022-05-02,0,1
a_297,F1881946,541952,C50190,p600,2022-09-09,314000,b_68,541952,Adv_68,c_173,C50190,Client_173,e_5,p600,Prod_F,d_982,2022-09-09,4,1
a_298,F4640597,389054,C55795,p400,2020-05-29,159000,b_8,389054,Adv_8,c_191,C55795,Client_191,e_3,p400,Prod_D,d_149,2020-05-29,4,1
a_299,D3619608,850104,C56392,p200,2020-09-18,652000,b_60,850104,Adv_60,c_151,C56392,Client_151,e_1,p200,Prod_B,d_261,2020-09-18,4,1
a_300,D5076515,942262,C59632,p600,2022-03-24,571000,b_22,942262,Adv_22,c_35,C59632,Client_35,e_5,p600,Prod_F,d_813,2022-03-24,3,1
a_301,F3484857,934429,C54601,p400,2022-11-26,667000,b_57,934429,Adv_57,c_144,C54601,Client_144,e_3,p400,Prod_D,d_1060,2022-11-26,5,0
a_302,D4819462,518825,C50935,p100,2020-08-31,814000,b_13,518825,Adv_13,c_237,C50935,Client_237,e_0,p100,Prod_A,d_243,2020-08-31,0,1
a_303,E3039249,827925,C56020,p700,2020-03-01,351000,b_2,827925,Adv_2,c_64,C56020,Client_64,e_6,p700,Prod_G,d_60,2020-03-01,6,0
a_304,B3823938,267231,C59967,p300,2022-05-03,499000,b_70,267231,Adv_70,c_176,C59967,Client_176,e_2,p300,Prod_C,d_853,2022-05-03,1,1
a_305,B3203860,749684,C54477,p300,2021-08-20,487000,b_84,749684,Adv_84,c_263,C54477,Client_263,e_2,p300,Prod_C,d_597,2021-08-20,4,1
a_306,A6834624,947712,C56444,p700,2021-12-03,769000,b_12,947712,Adv_12,c_58,C56444,Client_58,e_6,p700,Prod_G,d_702,2021-12-03,4,1
a_307,E6054480,223501,C54601,p500,2022-06-09,209000,b_80,223501,Adv_80,c_144,C54601,Client_144,e_4,p500,Prod_E,d_890,2022-06-09,3,1
a_308,E1259647,836654,C53612,p200,2021-10-13,949000,b_34,836654,Adv_34,c_236,C53612,Client_236,e_1,p200,Prod_B,d_651,2021-10-13,2,1
a_309,C2774603,547782,C50935,p300,2022-02-27,652000,b_91,547782,Adv_91,c_237,C50935,Client_237,e_2,p300,Prod_C,d_788,2022-02-27,6,0
a_310,A3828913,592435,C56288,p300,2021-11-27,574000,b_52,592435,Adv_52,c_254,C56288,Client_254,e_2,p300,Prod_C,d_696,2021-11-27,5,0
a_311,E7155205,942262,C56174,p100,2020-04-30,970000,b_22,942262,Adv_22,c_44,C56174,Client_44,e_0,p100,Prod_A,d_120,2020-04-30,3,1
a_312,B5613194,859330,C59202,p600,2022-02-09,912000,b_15,859330,Adv_15,c_128,C59202,Client_128,e_5,p600,Prod_F,d_770,2022-02-09,2,1
a_313,A4994679,253754,C55652,p600,2022-08-14,911000,b_4,253754,Adv_4,c_156,C55652,Client_156,e_5,p600,Prod_F,d_956,2022-08-14,6,0
a_314,F7773085,248812,C58123,p500,2022-11-25,503000,b_82,248812,Adv_82,c_152,C58123,Client_152,e_4,p500,Prod_E,d_1059,2022-11-25,4,1
a_315,F3998899,225473,C57050,p200,2020-08-20,584000,b_6,225473,Adv_6,c_268,C57050,Client_268,e_1,p200,Prod_B,d_232,2020-08-20,3,1
a_316,A8717304,870280,C54321,p500,2022-07-30,715000,b_20,870280,Adv_20,c_193,C54321,Client_193,e_4,p500,Prod_E,d_941,2022-07-30,5,0
a_317,B2527845,752235,C57746,p500,2022-01-17,427000,b_21,752235,Adv_21,c_117,C57746,Client_117,e_4,p500,Prod_E,d_747,2022-01-17,0,1
a_318,F7564839,673595,C53314,p100,2020-01-09,564000,b_56,673595,Adv_56,c_291,C53314,Client_291,e_0,p100,Prod_A,d_8,2020-01-09,3,1
a_319,A3461242,562559,C50190,p500,2022-04-03,268000,b_11,562559,Adv_11,c_173,C50190,Client_173,e_4,p500,Prod_E,d_823,2022-04-03,6,0
